gamification_id,user_id,xp_points,coins,level,badges_count,current_streak_days,leaderboard_rank_global,mission_completed_count,challenge_win_rate,last_reward_date
GAM0003480,USR003480,3910,6245,8,25,86,3480,60,0.152,2026-05-10
GAM0003481,USR003481,620,2291,2,67,241,3481,199,0.244,2026-03-29
GAM0003482,USR003482,5259,5994,11,7,279,3482,65,0.247,2026-04-05
GAM0003483,USR003483,10048,2508,21,45,301,3483,34,0.996,2026-04-13
GAM0003484,USR003484,2127,9898,5,57,357,3484,21,0.709,2026-04-01
GAM0003485,USR003485,1238,538,3,47,248,3485,111,0.74,2026-03-28
GAM0003486,USR003486,1837,7713,4,62,185,3486,195,0.727,2026-04-15
GAM0003487,USR003487,430,8650,1,65,14,3487,28,0.062,2026-03-29
GAM0003488,USR003488,6746,8389,14,78,118,3488,132,0.414,2026-04-19
GAM0003489,USR003489,7693,8986,16,75,145,3489,174,0.649,2026-03-16
GAM0003490,USR003490,3752,4635,8,53,4,3490,116,0.98,2026-04-19
GAM0003491,USR003491,23361,3511,47,51,111,3491,144,0.671,2026-04-21
GAM0003492,USR003492,6449,7601,13,21,212,3492,84,0.224,2026-04-08
GAM0003493,USR003493,569,6935,2,3,320,3493,116,0.474,2026-04-18
GAM0003494,USR003494,10950,3440,22,15,299,3494,66,0.146,2026-05-06
GAM0003495,USR003495,7913,9361,16,37,255,3495,10,0.803,2026-04-09
GAM0003496,USR003496,6278,8677,13,31,319,3496,173,0.945,2026-04-21
GAM0003497,USR003497,10745,7637,22,8,128,3497,139,0.678,2026-04-23
GAM0003498,USR003498,9603,2244,20,34,331,3498,173,0.552,2026-04-02
GAM0003499,USR003499,11467,1113,23,66,77,3499,171,0.409,2026-04-28
GAM0003500,USR003500,5688,4001,12,54,350,3500,54,0.288,2026-04-14
GAM0003501,USR003501,24468,2822,49,80,303,3501,135,0.085,2026-04-28
GAM0003502,USR003502,2792,3352,6,61,66,3502,121,0.908,2026-05-08
GAM0003503,USR003503,9115,6244,19,26,163,3503,70,0.713,2026-04-04
GAM0003504,USR003504,3461,9245,7,40,311,3504,110,0.176,2026-05-11
GAM0003505,USR003505,22055,4538,45,56,187,3505,150,0.637,2026-04-23
GAM0003506,USR003506,10892,9966,22,34,87,3506,130,0.16,2026-05-10
GAM0003507,USR003507,4204,5825,9,75,86,3507,57,0.414,2026-04-21
GAM0003508,USR003508,11592,407,24,37,45,3508,86,0.813,2026-03-25
GAM0003509,USR003509,19815,3280,40,16,61,3509,82,0.776,2026-04-25
GAM0003510,USR003510,22042,5009,45,68,224,3510,78,0.111,2026-03-22
GAM0003511,USR003511,4007,538,9,71,99,3511,98,0.479,2026-05-12
GAM0003512,USR003512,13061,7997,27,76,27,3512,159,0.034,2026-03-26
GAM0003513,USR003513,13920,7107,28,79,125,3513,21,0.299,2026-04-15
GAM0003514,USR003514,15754,4060,32,39,154,3514,50,0.089,2026-04-11
GAM0003515,USR003515,8655,3304,18,40,242,3515,197,0.155,2026-03-16
GAM0003516,USR003516,4524,5362,10,1,185,3516,69,0.392,2026-04-28
GAM0003517,USR003517,11124,5727,23,64,209,3517,135,0.355,2026-04-23
GAM0003518,USR003518,11820,3548,24,36,304,3518,89,0.811,2026-03-19
GAM0003519,USR003519,15705,3537,32,59,75,3519,111,0.065,2026-03-26
GAM0003520,USR003520,16468,1386,33,30,117,3520,83,0.329,2026-04-18
GAM0003521,USR003521,13719,2855,28,44,358,3521,151,0.741,2026-04-20
GAM0003522,USR003522,17465,3866,35,72,102,3522,55,0.529,2026-04-12
GAM0003523,USR003523,11037,7370,23,34,259,3523,129,0.773,2026-05-03
GAM0003524,USR003524,11755,4873,24,74,295,3524,174,0.093,2026-05-06
GAM0003525,USR003525,3334,6821,7,59,358,3525,152,0.125,2026-04-25
GAM0003526,USR003526,3725,8248,8,30,204,3526,77,0.988,2026-03-15
GAM0003527,USR003527,11762,6642,24,17,172,3527,164,0.541,2026-05-02
GAM0003528,USR003528,67,9224,1,64,337,3528,71,0.686,2026-03-20
GAM0003529,USR003529,5492,3577,11,14,230,3529,3,0.55,2026-05-12
GAM0003530,USR003530,8541,217,18,35,163,3530,99,0.35,2026-05-03
GAM0003531,USR003531,8054,1953,17,69,113,3531,169,0.479,2026-04-03
GAM0003532,USR003532,17209,6485,35,1,49,3532,117,0.706,2026-04-04
GAM0003533,USR003533,7873,153,16,58,157,3533,132,0.93,2026-04-28
GAM0003534,USR003534,23730,3523,48,35,323,3534,29,0.576,2026-05-01
GAM0003535,USR003535,16803,6499,34,19,97,3535,187,0.743,2026-04-30
GAM0003536,USR003536,1181,4234,3,0,88,3536,25,0.161,2026-04-12
GAM0003537,USR003537,3248,8007,7,21,312,3537,182,0.682,2026-03-31
GAM0003538,USR003538,987,4467,2,47,185,3538,21,0.528,2026-04-29
GAM0003539,USR003539,15421,7542,31,37,291,3539,34,0.305,2026-03-19
GAM0003540,USR003540,14909,3831,30,45,112,3540,60,0.957,2026-03-29
GAM0003541,USR003541,15438,8507,31,61,267,3541,24,0.71,2026-05-11
GAM0003542,USR003542,24721,6708,50,23,210,3542,99,0.617,2026-04-18
GAM0003543,USR003543,16846,4647,34,24,331,3543,43,0.794,2026-03-26
GAM0003544,USR003544,20716,4033,42,53,146,3544,167,0.952,2026-04-14
GAM0003545,USR003545,20596,5645,42,9,187,3545,116,0.564,2026-05-05
GAM0003546,USR003546,9041,9104,19,35,249,3546,175,0.156,2026-05-02
GAM0003547,USR003547,1393,46,3,40,99,3547,60,0.549,2026-05-06
GAM0003548,USR003548,15011,2764,31,20,177,3548,148,0.101,2026-05-09
GAM0003549,USR003549,6203,4622,13,53,31,3549,54,0.596,2026-05-04
GAM0003550,USR003550,14052,6416,29,23,61,3550,71,0.562,2026-03-30
GAM0003551,USR003551,9692,9674,20,73,65,3551,140,0.476,2026-05-01
GAM0003552,USR003552,12378,7785,25,13,149,3552,115,0.374,2026-04-24
GAM0003553,USR003553,23838,6627,48,58,104,3553,104,0.182,2026-05-04
GAM0003554,USR003554,14004,1122,29,24,128,3554,138,0.95,2026-05-09
GAM0003555,USR003555,24690,3077,50,7,263,3555,65,0.235,2026-03-31
GAM0003556,USR003556,5995,2566,12,4,170,3556,14,0.652,2026-03-16
GAM0003557,USR003557,5504,30,12,72,342,3557,101,0.859,2026-04-28
GAM0003558,USR003558,20363,4218,41,17,333,3558,150,0.628,2026-05-11
GAM0003559,USR003559,12725,2670,26,55,141,3559,172,0.372,2026-03-28
GAM0003560,USR003560,10116,7785,21,41,164,3560,44,0.15,2026-04-08
GAM0003561,USR003561,5616,3850,12,20,307,3561,113,0.352,2026-03-22
GAM0003562,USR003562,4311,5677,9,9,36,3562,136,0.246,2026-05-07
GAM0003563,USR003563,837,1249,2,21,70,3563,50,0.347,2026-04-15
GAM0003564,USR003564,15924,9727,32,71,153,3564,138,0.03,2026-03-23
GAM0003565,USR003565,15093,4224,31,70,140,3565,68,0.398,2026-04-08
GAM0003566,USR003566,23150,3738,47,11,195,3566,99,0.217,2026-04-27
GAM0003567,USR003567,6001,5559,13,2,108,3567,89,0.978,2026-04-04
GAM0003568,USR003568,13363,1413,27,79,159,3568,132,0.873,2026-05-09
GAM0003569,USR003569,19653,9836,40,78,78,3569,87,0.112,2026-04-17
GAM0003570,USR003570,7280,7086,15,37,164,3570,164,0.829,2026-05-10
GAM0003571,USR003571,23877,2191,48,16,113,3571,151,0.399,2026-04-08
GAM0003572,USR003572,17064,460,35,14,362,3572,32,0.391,2026-05-11
GAM0003573,USR003573,19326,4900,39,30,214,3573,52,0.781,2026-04-23
GAM0003574,USR003574,8634,6116,18,24,228,3574,98,0.077,2026-05-03
GAM0003575,USR003575,8266,6248,17,24,359,3575,126,0.832,2026-04-24
GAM0003576,USR003576,21093,2410,43,36,298,3576,35,0.556,2026-04-15
GAM0003577,USR003577,6868,472,14,65,10,3577,144,0.695,2026-04-24
GAM0003578,USR003578,16061,5558,33,16,126,3578,44,0.483,2026-05-12
GAM0003579,USR003579,3359,9426,7,2,49,3579,99,0.154,2026-05-07
GAM0003580,USR003580,24161,5925,49,68,101,3580,23,0.103,2026-04-03
GAM0003581,USR003581,3562,8637,8,31,75,3581,110,0.232,2026-03-20
GAM0003582,USR003582,19867,9280,40,42,315,3582,62,0.054,2026-05-04
GAM0003583,USR003583,20162,2441,41,0,65,3583,119,0.571,2026-04-23
GAM0003584,USR003584,14596,9322,30,54,116,3584,126,0.161,2026-04-03
GAM0003585,USR003585,3423,5711,7,21,104,3585,152,0.61,2026-05-07
GAM0003586,USR003586,15479,3531,31,50,101,3586,140,0.786,2026-05-07
GAM0003587,USR003587,6495,9269,13,76,115,3587,173,0.048,2026-03-27
GAM0003588,USR003588,8192,9719,17,14,273,3588,71,0.272,2026-04-09
GAM0003589,USR003589,5466,6877,11,74,171,3589,176,0.294,2026-05-05
GAM0003590,USR003590,3401,4070,7,13,301,3590,200,0.344,2026-04-10
GAM0003591,USR003591,12864,886,26,63,34,3591,186,0.432,2026-04-08
GAM0003592,USR003592,2676,6293,6,13,256,3592,130,0.017,2026-03-27
GAM0003593,USR003593,15389,3288,31,33,292,3593,0,0.619,2026-05-08
GAM0003594,USR003594,7088,8332,15,37,21,3594,44,0.349,2026-04-15
GAM0003595,USR003595,17593,5050,36,64,341,3595,16,0.94,2026-04-04
GAM0003596,USR003596,22614,4997,46,36,33,3596,11,0.986,2026-03-16
GAM0003597,USR003597,4110,3092,9,22,189,3597,190,0.644,2026-05-03
GAM0003598,USR003598,6714,1712,14,22,116,3598,37,0.419,2026-05-09
GAM0003599,USR003599,20186,6035,41,79,63,3599,4,0.617,2026-03-22
GAM0003600,USR003600,7247,4842,15,60,128,3600,141,0.987,2026-03-23
GAM0003601,USR003601,1168,7943,3,8,294,3601,175,0.354,2026-04-08
GAM0003602,USR003602,10966,9883,22,52,242,3602,66,0.723,2026-04-19
GAM0003603,USR003603,10928,6198,22,27,72,3603,50,0.205,2026-03-29
GAM0003604,USR003604,24500,4277,50,28,32,3604,144,0.809,2026-04-13
GAM0003605,USR003605,7699,7849,16,22,358,3605,179,0.309,2026-04-19
GAM0003606,USR003606,11968,989,24,45,334,3606,49,0.909,2026-04-07
GAM0003607,USR003607,2671,8064,6,36,144,3607,35,0.438,2026-05-13
GAM0003608,USR003608,3964,1755,8,11,280,3608,179,0.594,2026-05-11
GAM0003609,USR003609,6492,42,13,34,134,3609,6,0.771,2026-04-10
GAM0003610,USR003610,17985,2840,36,48,32,3610,174,0.635,2026-04-02
GAM0003611,USR003611,13790,685,28,24,132,3611,158,0.961,2026-03-20
GAM0003612,USR003612,24467,3290,49,45,8,3612,181,0.959,2026-03-21
GAM0003613,USR003613,22507,3401,46,62,30,3613,29,0.087,2026-03-29
GAM0003614,USR003614,2063,2637,5,3,175,3614,26,0.818,2026-04-21
GAM0003615,USR003615,3688,436,8,41,189,3615,137,0.782,2026-05-03
GAM0003616,USR003616,3554,8739,8,50,302,3616,21,0.921,2026-03-18
GAM0003617,USR003617,22219,319,45,69,195,3617,126,0.133,2026-05-09
GAM0003618,USR003618,21789,6963,44,58,142,3618,56,0.33,2026-03-21
GAM0003619,USR003619,17099,6929,35,0,108,3619,130,0.428,2026-03-27
GAM0003620,USR003620,19941,9926,40,55,287,3620,14,0.573,2026-04-16
GAM0003621,USR003621,21334,9843,43,62,296,3621,82,0.717,2026-04-03
GAM0003622,USR003622,2207,3648,5,49,246,3622,22,0.423,2026-04-02
GAM0003623,USR003623,14594,6225,30,73,211,3623,71,0.019,2026-04-10
GAM0003624,USR003624,13642,874,28,76,244,3624,5,0.496,2026-03-31
GAM0003625,USR003625,23725,5202,48,27,344,3625,151,0.293,2026-05-01
GAM0003626,USR003626,9298,4977,19,66,219,3626,94,0.948,2026-04-30
GAM0003627,USR003627,8811,9361,18,12,54,3627,44,0.818,2026-05-08
GAM0003628,USR003628,8501,884,18,16,223,3628,170,0.063,2026-04-15
GAM0003629,USR003629,4570,2693,10,72,238,3629,108,0.571,2026-05-02
GAM0003630,USR003630,20518,3756,42,60,290,3630,45,0.028,2026-05-03
GAM0003631,USR003631,22825,8929,46,41,260,3631,175,0.934,2026-04-04
GAM0003632,USR003632,23332,2290,47,45,175,3632,61,0.904,2026-04-16
GAM0003633,USR003633,15302,5157,31,30,198,3633,117,0.496,2026-04-21
GAM0003634,USR003634,7864,3774,16,39,360,3634,44,0.418,2026-04-13
GAM0003635,USR003635,19561,7708,40,35,309,3635,35,0.655,2026-04-28
GAM0003636,USR003636,18570,67,38,10,290,3636,150,0.593,2026-04-28
GAM0003637,USR003637,23683,6692,48,74,236,3637,67,0.108,2026-04-11
GAM0003638,USR003638,13717,8749,28,23,27,3638,197,0.889,2026-04-10
GAM0003639,USR003639,16867,3578,34,37,53,3639,170,0.495,2026-04-22
GAM0003640,USR003640,24955,8295,50,22,142,3640,97,0.083,2026-04-07
GAM0003641,USR003641,18435,1216,37,23,339,3641,153,0.73,2026-03-23
GAM0003642,USR003642,11621,9735,24,38,153,3642,168,0.775,2026-03-18
GAM0003643,USR003643,19620,2869,40,51,40,3643,50,0.164,2026-03-25
GAM0003644,USR003644,5755,46,12,66,50,3644,142,0.531,2026-04-19
GAM0003645,USR003645,24092,6580,49,76,79,3645,131,0.649,2026-04-22
GAM0003646,USR003646,6238,3821,13,39,50,3646,164,0.001,2026-05-09
GAM0003647,USR003647,10477,717,21,17,292,3647,134,0.549,2026-04-07
GAM0003648,USR003648,23049,9997,47,66,348,3648,160,0.088,2026-04-29
GAM0003649,USR003649,22768,1636,46,61,236,3649,14,0.411,2026-04-10
GAM0003650,USR003650,10279,7379,21,32,164,3650,49,0.311,2026-04-06
GAM0003651,USR003651,2031,6171,5,70,125,3651,77,0.85,2026-04-29
GAM0003652,USR003652,17173,5329,35,34,195,3652,104,0.795,2026-04-11
GAM0003653,USR003653,14198,2959,29,43,130,3653,2,0.873,2026-03-31
GAM0003654,USR003654,2081,5980,5,55,179,3654,121,0.11,2026-05-12
GAM0003655,USR003655,15916,4981,32,34,324,3655,126,0.125,2026-05-01
GAM0003656,USR003656,12790,320,26,79,205,3656,56,0.369,2026-04-25
GAM0003657,USR003657,24250,8031,49,43,127,3657,56,0.448,2026-03-21
GAM0003658,USR003658,15869,8435,32,73,231,3658,179,0.598,2026-03-15
GAM0003659,USR003659,2622,7831,6,77,365,3659,185,0.121,2026-04-21
GAM0003660,USR003660,2765,4246,6,54,97,3660,173,0.987,2026-04-01
GAM0003661,USR003661,14756,2111,30,75,233,3661,24,0.024,2026-03-20
GAM0003662,USR003662,12212,5199,25,51,250,3662,172,0.721,2026-04-21
GAM0003663,USR003663,3437,6473,7,53,153,3663,103,0.741,2026-04-05
GAM0003664,USR003664,12755,1163,26,33,207,3664,116,0.463,2026-05-09
GAM0003665,USR003665,6246,8899,13,59,221,3665,157,0.246,2026-04-29
GAM0003666,USR003666,1964,3467,4,58,257,3666,15,0.637,2026-04-29
GAM0003667,USR003667,24291,8542,49,78,136,3667,31,0.765,2026-05-12
GAM0003668,USR003668,19342,583,39,2,313,3668,37,0.298,2026-04-23
GAM0003669,USR003669,13403,5658,27,19,231,3669,163,0.781,2026-04-03
GAM0003670,USR003670,6348,1859,13,80,72,3670,136,0.951,2026-03-21
GAM0003671,USR003671,21643,6849,44,73,199,3671,189,0.255,2026-03-15
GAM0003672,USR003672,20903,7256,42,2,152,3672,137,0.428,2026-04-05
GAM0003673,USR003673,6377,7064,13,32,75,3673,27,0.773,2026-03-25
GAM0003674,USR003674,7544,4996,16,19,153,3674,66,0.216,2026-03-26
GAM0003675,USR003675,14217,2551,29,27,38,3675,158,0.91,2026-05-05
GAM0003676,USR003676,17388,8665,35,51,365,3676,8,0.405,2026-03-30
GAM0003677,USR003677,24596,7683,50,53,310,3677,98,0.339,2026-04-30
GAM0003678,USR003678,18059,1585,37,35,29,3678,61,0.251,2026-05-03
GAM0003679,USR003679,1553,9810,4,36,88,3679,169,0.297,2026-03-16
GAM0003680,USR003680,14666,5479,30,9,108,3680,90,0.202,2026-04-24
GAM0003681,USR003681,24738,6445,50,52,276,3681,73,0.799,2026-05-06
GAM0003682,USR003682,17304,3300,35,64,290,3682,59,0.278,2026-03-26
GAM0003683,USR003683,10531,1612,22,68,358,3683,15,0.676,2026-04-05
GAM0003684,USR003684,4725,1751,10,66,341,3684,24,0.952,2026-04-09
GAM0003685,USR003685,21335,7191,43,67,131,3685,128,0.551,2026-03-17
GAM0003686,USR003686,1616,9861,4,51,351,3686,185,0.352,2026-04-26
GAM0003687,USR003687,15313,798,31,32,212,3687,154,0.014,2026-05-02
GAM0003688,USR003688,10585,4680,22,17,69,3688,55,0.182,2026-04-12
GAM0003689,USR003689,23188,1999,47,76,65,3689,172,0.361,2026-03-17
GAM0003690,USR003690,6474,6862,13,23,211,3690,83,0.363,2026-04-28
GAM0003691,USR003691,21247,7380,43,78,174,3691,64,0.941,2026-04-03
GAM0003692,USR003692,20329,7765,41,60,122,3692,115,0.268,2026-04-03
GAM0003693,USR003693,15028,7341,31,29,43,3693,76,0.93,2026-03-20
GAM0003694,USR003694,19458,256,39,12,272,3694,132,0.61,2026-03-28
GAM0003695,USR003695,15821,7536,32,6,55,3695,151,0.057,2026-03-28
GAM0003696,USR003696,18562,2124,38,77,360,3696,67,0.734,2026-04-06
GAM0003697,USR003697,14355,8843,29,11,134,3697,32,0.938,2026-04-02
GAM0003698,USR003698,6544,6601,14,3,323,3698,174,0.459,2026-04-11
GAM0003699,USR003699,5104,7883,11,20,278,3699,19,0.841,2026-05-03
GAM0003700,USR003700,23414,1805,47,70,281,3700,52,0.029,2026-03-27
GAM0003701,USR003701,21966,5873,44,3,293,3701,194,0.365,2026-03-21
GAM0003702,USR003702,17005,7882,35,53,2,3702,194,0.884,2026-04-09
GAM0003703,USR003703,4122,4466,9,48,265,3703,26,0.979,2026-03-18
GAM0003704,USR003704,18830,9413,38,27,171,3704,84,0.982,2026-04-06
GAM0003705,USR003705,12361,3345,25,40,205,3705,10,0.077,2026-04-10
GAM0003706,USR003706,23112,8212,47,37,119,3706,103,0.565,2026-03-18
GAM0003707,USR003707,24988,5766,50,50,289,3707,117,0.802,2026-04-24
GAM0003708,USR003708,9800,3048,20,39,175,3708,16,0.294,2026-04-17
GAM0003709,USR003709,17416,3942,35,51,53,3709,147,0.726,2026-04-02
GAM0003710,USR003710,15770,5400,32,32,225,3710,8,0.126,2026-04-13
GAM0003711,USR003711,23785,7693,48,52,247,3711,123,0.454,2026-05-10
GAM0003712,USR003712,2764,1248,6,33,51,3712,174,0.576,2026-03-18
GAM0003713,USR003713,14983,2210,30,62,29,3713,196,0.127,2026-03-16
GAM0003714,USR003714,9030,3383,19,71,201,3714,84,0.379,2026-03-14
GAM0003715,USR003715,15738,5618,32,31,55,3715,166,0.095,2026-03-28
GAM0003716,USR003716,9563,661,20,67,220,3716,174,0.077,2026-05-13
GAM0003717,USR003717,14432,1498,29,55,95,3717,106,0.085,2026-03-29
GAM0003718,USR003718,15423,1171,31,77,314,3718,36,0.506,2026-04-09
GAM0003719,USR003719,10542,2445,22,44,288,3719,148,0.405,2026-05-01
GAM0003720,USR003720,7905,7312,16,58,35,3720,31,0.104,2026-04-17
GAM0003721,USR003721,8326,7067,17,56,96,3721,11,0.766,2026-03-28
GAM0003722,USR003722,4964,9837,10,28,221,3722,11,0.399,2026-03-19
GAM0003723,USR003723,20140,8680,41,56,2,3723,174,0.111,2026-03-20
GAM0003724,USR003724,6899,9338,14,80,290,3724,194,0.446,2026-03-16
GAM0003725,USR003725,18300,4452,37,57,350,3725,2,0.374,2026-05-08
GAM0003726,USR003726,6413,1883,13,28,271,3726,141,0.843,2026-05-07
GAM0003727,USR003727,18795,5283,38,63,265,3727,90,0.418,2026-05-11
GAM0003728,USR003728,6137,2094,13,44,120,3728,159,0.808,2026-05-08
GAM0003729,USR003729,15267,9170,31,79,170,3729,138,0.585,2026-04-27
GAM0003730,USR003730,21493,4705,43,58,129,3730,96,0.888,2026-04-18
GAM0003731,USR003731,22634,5533,46,57,173,3731,169,0.219,2026-05-02
GAM0003732,USR003732,14911,5058,30,63,316,3732,83,0.082,2026-04-24
GAM0003733,USR003733,13298,5976,27,26,15,3733,45,0.745,2026-04-25
GAM0003734,USR003734,16165,8888,33,70,262,3734,142,0.992,2026-04-28
GAM0003735,USR003735,17004,3397,35,64,359,3735,41,0.22,2026-04-03
GAM0003736,USR003736,7903,1626,16,31,80,3736,191,0.681,2026-04-27
GAM0003737,USR003737,22079,2789,45,31,126,3737,9,0.773,2026-03-14
GAM0003738,USR003738,12942,8789,26,33,6,3738,153,0.883,2026-04-27
GAM0003739,USR003739,9175,3015,19,58,110,3739,117,0.808,2026-03-19
GAM0003740,USR003740,17389,6805,35,1,142,3740,83,0.637,2026-04-29
GAM0003741,USR003741,14466,3471,29,70,2,3741,2,0.429,2026-04-25
GAM0003742,USR003742,3781,779,8,68,64,3742,133,0.368,2026-04-12
GAM0003743,USR003743,18256,1639,37,74,219,3743,51,0.319,2026-03-19
GAM0003744,USR003744,17842,2913,36,4,317,3744,11,0.31,2026-03-29
GAM0003745,USR003745,18433,5147,37,7,240,3745,53,0.734,2026-05-10
GAM0003746,USR003746,6499,4848,13,17,34,3746,110,0.004,2026-04-27
GAM0003747,USR003747,22437,6928,45,22,82,3747,35,0.697,2026-04-23
GAM0003748,USR003748,3131,2758,7,78,281,3748,58,0.687,2026-04-01
GAM0003749,USR003749,557,4110,2,79,192,3749,59,0.077,2026-04-19
GAM0003750,USR003750,18698,5475,38,7,95,3750,50,0.943,2026-04-13
GAM0003751,USR003751,16610,4649,34,35,279,3751,138,0.396,2026-05-02
GAM0003752,USR003752,3384,4366,7,14,203,3752,195,0.593,2026-05-03
GAM0003753,USR003753,646,8959,2,58,103,3753,161,0.918,2026-04-24
GAM0003754,USR003754,13236,2944,27,46,213,3754,3,0.585,2026-03-31
GAM0003755,USR003755,15441,3683,31,77,263,3755,76,0.732,2026-03-17
GAM0003756,USR003756,23998,6679,48,68,253,3756,6,0.58,2026-05-05
GAM0003757,USR003757,18551,7821,38,4,68,3757,55,0.197,2026-03-16
GAM0003758,USR003758,23246,4747,47,67,210,3758,149,0.121,2026-04-18
GAM0003759,USR003759,9656,1515,20,38,86,3759,84,0.45,2026-04-22
GAM0003760,USR003760,14082,6108,29,46,102,3760,159,0.332,2026-05-11
GAM0003761,USR003761,2191,6099,5,65,348,3761,122,0.111,2026-03-24
GAM0003762,USR003762,13560,4500,28,29,225,3762,0,0.74,2026-04-29
GAM0003763,USR003763,11212,6720,23,23,140,3763,131,0.886,2026-04-13
GAM0003764,USR003764,268,6913,1,27,72,3764,128,0.55,2026-03-27
GAM0003765,USR003765,3985,1009,8,71,156,3765,125,0.541,2026-05-06
GAM0003766,USR003766,13719,5116,28,77,241,3766,78,0.419,2026-04-11
GAM0003767,USR003767,2512,5530,6,31,234,3767,132,0.615,2026-03-19
GAM0003768,USR003768,4260,5103,9,61,162,3768,195,0.288,2026-03-25
GAM0003769,USR003769,4806,8128,10,57,364,3769,151,0.496,2026-04-03
GAM0003770,USR003770,23227,4032,47,50,148,3770,183,0.152,2026-03-18
GAM0003771,USR003771,3187,5985,7,16,261,3771,178,0.577,2026-03-21
GAM0003772,USR003772,10921,8265,22,6,353,3772,186,0.923,2026-04-21
GAM0003773,USR003773,23868,2454,48,7,120,3773,74,0.47,2026-05-01
GAM0003774,USR003774,2572,5244,6,61,139,3774,22,0.902,2026-04-15
GAM0003775,USR003775,19974,5522,40,79,205,3775,42,0.386,2026-04-01
GAM0003776,USR003776,9647,9404,20,54,31,3776,33,0.458,2026-05-11
GAM0003777,USR003777,5223,2420,11,22,105,3777,160,0.523,2026-05-09
GAM0003778,USR003778,15109,6015,31,9,191,3778,119,0.129,2026-04-11
GAM0003779,USR003779,9459,8348,19,23,308,3779,57,0.632,2026-05-05
GAM0003780,USR003780,856,5189,2,37,45,3780,2,0.284,2026-04-17
GAM0003781,USR003781,21902,2254,44,62,188,3781,76,0.908,2026-03-15
GAM0003782,USR003782,9680,5491,20,69,162,3782,47,0.199,2026-04-28
GAM0003783,USR003783,3854,8882,8,22,340,3783,11,0.427,2026-05-07
GAM0003784,USR003784,21651,6490,44,35,96,3784,19,0.786,2026-04-22
GAM0003785,USR003785,19450,2191,39,52,156,3785,131,0.873,2026-04-11
GAM0003786,USR003786,18135,1202,37,37,340,3786,32,0.139,2026-03-30
GAM0003787,USR003787,10036,8761,21,24,258,3787,80,0.562,2026-03-14
GAM0003788,USR003788,5420,9568,11,56,211,3788,40,0.4,2026-04-10
GAM0003789,USR003789,19431,8830,39,16,6,3789,41,0.668,2026-05-11
GAM0003790,USR003790,23142,2610,47,51,130,3790,27,0.514,2026-04-18
GAM0003791,USR003791,22509,3043,46,1,13,3791,14,0.842,2026-04-08
GAM0003792,USR003792,15688,658,32,77,23,3792,36,0.082,2026-03-19
GAM0003793,USR003793,11072,180,23,40,279,3793,48,0.667,2026-03-23
GAM0003794,USR003794,12649,1210,26,2,139,3794,128,0.556,2026-05-08
GAM0003795,USR003795,13743,6456,28,17,297,3795,46,0.76,2026-05-13
GAM0003796,USR003796,11503,2570,24,1,201,3796,67,0.619,2026-05-05
GAM0003797,USR003797,16824,7588,34,75,103,3797,199,0.533,2026-03-30
GAM0003798,USR003798,16494,8205,33,48,343,3798,89,0.921,2026-05-03
GAM0003799,USR003799,4606,4544,10,12,334,3799,105,0.133,2026-04-16
GAM0003800,USR003800,15093,2060,31,78,95,3800,5,0.548,2026-04-04
GAM0003801,USR003801,9743,3173,20,29,26,3801,88,0.798,2026-04-18
GAM0003802,USR003802,7782,4420,16,0,147,3802,199,0.791,2026-05-08
GAM0003803,USR003803,22443,8134,45,7,174,3803,94,0.347,2026-04-01
GAM0003804,USR003804,19590,9145,40,4,123,3804,86,0.663,2026-04-26
GAM0003805,USR003805,435,3065,1,71,96,3805,7,0.311,2026-04-03
GAM0003806,USR003806,20349,9248,41,58,118,3806,103,0.107,2026-03-18
GAM0003807,USR003807,14780,8228,30,50,363,3807,147,0.393,2026-04-07
GAM0003808,USR003808,12928,996,26,38,76,3808,113,0.29,2026-05-06
GAM0003809,USR003809,14429,1000,29,60,138,3809,9,0.988,2026-05-06
GAM0003810,USR003810,14105,9775,29,29,223,3810,159,0.126,2026-05-12
