assessment_id,course_id,assessment_title,assessment_type,difficulty,question_count,max_score,passing_score,llm_generated,gamified_mode,proctoring_required,created_at
ASM003592,CRS032456,Viva Assessment 3592,Gamified Quest,Beginner,7,50,24,False,Timed Challenge,False,2025-11-26
ASM003593,CRS002644,Simulation Assessment 3593,Project Submission,Beginner,37,200,109,False,Timed Challenge,False,2025-03-19
ASM003594,CRS042512,Case Study Assessment 3594,Viva,Intermediate,43,50,23,True,Classic,False,2025-03-08
ASM003595,CRS032931,MCQ Assessment 3595,Case Study,Advanced,33,150,71,False,Scenario Mission,True,2025-10-28
ASM003596,CRS046809,Simulation Assessment 3596,Viva,Beginner,31,150,74,True,Scenario Mission,True,2024-12-15
ASM003597,CRS000001,MCQ Assessment 3597,Viva,Expert,10,50,24,True,Quest,False,2026-02-23
ASM003598,CRS024383,Simulation Assessment 3598,Viva,Advanced,24,200,130,True,Battle,False,2025-03-31
ASM003599,CRS014384,MCQ Assessment 3599,MCQ,Intermediate,38,200,132,True,Timed Challenge,True,2024-10-02
ASM003600,CRS008364,Gamified Quest Assessment 3600,Simulation,Intermediate,59,150,90,True,Escape Room,False,2025-05-20
ASM003601,CRS010417,Case Study Assessment 3601,Coding Challenge,Expert,14,100,65,False,Timed Challenge,False,2025-08-11
ASM003602,CRS017989,Simulation Assessment 3602,Case Study,Expert,37,150,104,True,Timed Challenge,False,2025-01-26
ASM003603,CRS018383,Case Study Assessment 3603,Simulation,Expert,40,50,31,True,Battle,False,2024-06-09
ASM003604,CRS005654,Case Study Assessment 3604,Roleplay,Intermediate,14,200,117,False,Timed Challenge,True,2026-01-11
ASM003605,CRS000476,Roleplay Assessment 3605,Gamified Quest,Expert,17,100,55,True,Timed Challenge,False,2024-12-10
ASM003606,CRS018840,Simulation Assessment 3606,Viva,Advanced,36,150,88,True,Classic,False,2024-12-04
ASM003607,CRS015988,Gamified Quest Assessment 3607,Gamified Quest,Expert,37,200,132,True,Scenario Mission,False,2024-06-11
ASM003608,CRS041867,Roleplay Assessment 3608,Viva,Intermediate,19,50,22,True,Battle,False,2025-07-21
ASM003609,CRS004825,Project Submission Assessment 3609,Coding Challenge,Intermediate,32,150,72,False,Classic,False,2025-06-29
ASM003610,CRS043714,Viva Assessment 3610,Gamified Quest,Intermediate,12,100,54,True,Timed Challenge,False,2025-07-10
ASM003611,CRS018000,Viva Assessment 3611,Gamified Quest,Advanced,12,150,73,True,Timed Challenge,True,2024-06-21
ASM003612,CRS047754,Viva Assessment 3612,MCQ,Advanced,21,50,23,True,Timed Challenge,False,2025-07-06
ASM003613,CRS007687,Coding Challenge Assessment 3613,Project Submission,Intermediate,59,200,130,True,Battle,False,2026-02-24
ASM003614,CRS037112,Coding Challenge Assessment 3614,Simulation,Expert,41,100,57,True,Timed Challenge,False,2026-05-04
ASM003615,CRS016154,MCQ Assessment 3615,MCQ,Beginner,34,100,53,False,Escape Room,False,2026-03-09
ASM003616,CRS032406,Roleplay Assessment 3616,MCQ,Expert,19,200,112,True,Timed Challenge,True,2025-10-14
ASM003617,CRS037464,Coding Challenge Assessment 3617,Case Study,Expert,13,50,26,True,Scenario Mission,False,2024-10-16
ASM003618,CRS019156,Roleplay Assessment 3618,Simulation,Expert,46,200,97,True,Timed Challenge,False,2026-01-06
ASM003619,CRS026106,Gamified Quest Assessment 3619,MCQ,Beginner,13,200,92,False,Timed Challenge,False,2024-08-31
ASM003620,CRS026203,Viva Assessment 3620,Roleplay,Advanced,9,150,80,True,Quest,False,2025-10-03
ASM003621,CRS048363,Case Study Assessment 3621,Simulation,Expert,31,50,26,False,Escape Room,False,2025-01-31
ASM003622,CRS015142,Coding Challenge Assessment 3622,Project Submission,Intermediate,37,200,130,True,Battle,False,2026-02-26
ASM003623,CRS003372,Simulation Assessment 3623,Case Study,Expert,50,100,59,True,Battle,True,2025-08-07
ASM003624,CRS049440,Coding Challenge Assessment 3624,Roleplay,Beginner,55,150,96,True,Quest,False,2026-05-05
ASM003625,CRS021765,Project Submission Assessment 3625,Roleplay,Intermediate,15,200,98,False,Battle,True,2026-01-04
ASM003626,CRS015923,Gamified Quest Assessment 3626,Coding Challenge,Advanced,14,200,122,True,Timed Challenge,True,2025-08-29
ASM003627,CRS021407,Gamified Quest Assessment 3627,Case Study,Expert,53,100,64,True,Escape Room,True,2025-12-13
ASM003628,CRS034097,Gamified Quest Assessment 3628,Roleplay,Intermediate,32,200,129,True,Scenario Mission,False,2025-09-09
ASM003629,CRS027206,Coding Challenge Assessment 3629,Viva,Advanced,52,50,27,True,Timed Challenge,False,2025-09-25
ASM003630,CRS022848,Roleplay Assessment 3630,Coding Challenge,Intermediate,47,50,25,False,Battle,True,2025-05-21
ASM003631,CRS036854,Roleplay Assessment 3631,MCQ,Beginner,52,50,23,True,Scenario Mission,False,2025-04-22
ASM003632,CRS025735,Gamified Quest Assessment 3632,Simulation,Advanced,45,200,121,False,Quest,False,2025-11-19
ASM003633,CRS042549,Viva Assessment 3633,Case Study,Beginner,30,200,95,True,Escape Room,False,2025-02-26
ASM003634,CRS031789,MCQ Assessment 3634,MCQ,Beginner,54,150,82,True,Timed Challenge,True,2024-10-01
ASM003635,CRS048668,Case Study Assessment 3635,Gamified Quest,Advanced,57,150,68,True,Timed Challenge,False,2024-07-15
ASM003636,CRS049937,Coding Challenge Assessment 3636,Project Submission,Advanced,52,150,83,True,Escape Room,False,2025-09-13
ASM003637,CRS032724,Viva Assessment 3637,MCQ,Beginner,12,100,57,True,Scenario Mission,False,2024-11-11
ASM003638,CRS017597,Project Submission Assessment 3638,Case Study,Beginner,56,150,100,False,Quest,False,2024-12-14
ASM003639,CRS021180,Project Submission Assessment 3639,Project Submission,Beginner,47,100,45,False,Quest,True,2024-09-22
ASM003640,CRS030070,Coding Challenge Assessment 3640,Project Submission,Beginner,50,200,114,True,Battle,True,2025-02-04
ASM003641,CRS025935,Roleplay Assessment 3641,Coding Challenge,Expert,19,150,76,True,Battle,False,2026-02-04
ASM003642,CRS012766,Gamified Quest Assessment 3642,MCQ,Intermediate,25,200,100,False,Classic,False,2025-06-20
ASM003643,CRS019342,MCQ Assessment 3643,Case Study,Advanced,28,150,98,False,Quest,False,2024-12-28
ASM003644,CRS026850,Case Study Assessment 3644,Simulation,Beginner,57,150,72,False,Quest,True,2024-05-15
ASM003645,CRS039407,Case Study Assessment 3645,Coding Challenge,Intermediate,24,100,46,True,Timed Challenge,False,2025-10-19
ASM003646,CRS019144,Simulation Assessment 3646,Gamified Quest,Beginner,41,200,111,True,Classic,False,2024-10-08
ASM003647,CRS038002,Coding Challenge Assessment 3647,Simulation,Advanced,27,100,47,False,Classic,False,2025-06-13
ASM003648,CRS043758,Viva Assessment 3648,MCQ,Intermediate,47,150,68,True,Classic,True,2025-08-31
ASM003649,CRS004999,Coding Challenge Assessment 3649,Coding Challenge,Expert,20,150,86,True,Classic,False,2025-08-27
ASM003650,CRS012727,Roleplay Assessment 3650,Project Submission,Intermediate,53,100,55,True,Timed Challenge,True,2025-02-21
ASM003651,CRS021115,MCQ Assessment 3651,Coding Challenge,Intermediate,35,150,79,False,Quest,False,2026-01-04
ASM003652,CRS039055,Viva Assessment 3652,Coding Challenge,Expert,57,150,83,True,Classic,False,2024-05-20
ASM003653,CRS014117,Gamified Quest Assessment 3653,Coding Challenge,Expert,9,150,78,True,Timed Challenge,True,2026-04-26
ASM003654,CRS019035,MCQ Assessment 3654,Simulation,Beginner,51,150,94,True,Battle,False,2025-04-03
ASM003655,CRS015998,MCQ Assessment 3655,Roleplay,Intermediate,28,150,74,False,Battle,False,2024-09-18
ASM003656,CRS047493,Coding Challenge Assessment 3656,Coding Challenge,Beginner,59,150,97,True,Classic,True,2024-05-17
ASM003657,CRS002329,Roleplay Assessment 3657,MCQ,Intermediate,28,150,76,True,Scenario Mission,False,2024-08-14
ASM003658,CRS011282,Coding Challenge Assessment 3658,Simulation,Beginner,36,50,32,True,Scenario Mission,False,2026-02-28
ASM003659,CRS000485,Simulation Assessment 3659,Viva,Beginner,9,50,27,True,Scenario Mission,False,2025-10-06
ASM003660,CRS033153,Project Submission Assessment 3660,Viva,Intermediate,15,50,34,True,Escape Room,True,2025-04-22
ASM003661,CRS047703,Coding Challenge Assessment 3661,MCQ,Advanced,24,150,73,True,Battle,False,2026-05-13
ASM003662,CRS049774,Roleplay Assessment 3662,Simulation,Expert,6,50,33,False,Classic,False,2024-11-23
ASM003663,CRS046382,Case Study Assessment 3663,Roleplay,Advanced,46,200,116,True,Scenario Mission,False,2024-11-12
ASM003664,CRS035917,Viva Assessment 3664,MCQ,Intermediate,35,100,59,True,Classic,False,2026-04-17
ASM003665,CRS041041,Roleplay Assessment 3665,Simulation,Intermediate,58,150,99,False,Scenario Mission,False,2025-12-23
ASM003666,CRS035277,Viva Assessment 3666,Case Study,Expert,40,200,109,True,Quest,True,2025-05-21
ASM003667,CRS047774,Viva Assessment 3667,Case Study,Intermediate,27,200,132,False,Timed Challenge,False,2024-09-08
ASM003668,CRS013064,Roleplay Assessment 3668,Coding Challenge,Beginner,44,50,22,True,Quest,True,2025-10-25
ASM003669,CRS019112,Coding Challenge Assessment 3669,MCQ,Expert,10,150,86,True,Escape Room,True,2026-04-15
ASM003670,CRS045105,MCQ Assessment 3670,Viva,Beginner,26,150,96,True,Quest,False,2025-03-20
ASM003671,CRS008364,Roleplay Assessment 3671,Case Study,Intermediate,41,200,133,True,Timed Challenge,True,2025-11-02
ASM003672,CRS033838,Roleplay Assessment 3672,Viva,Intermediate,7,100,68,False,Escape Room,True,2025-05-18
ASM003673,CRS032697,Case Study Assessment 3673,Coding Challenge,Intermediate,23,200,102,True,Classic,False,2024-08-10
ASM003674,CRS048221,Roleplay Assessment 3674,Gamified Quest,Intermediate,28,50,24,True,Timed Challenge,True,2025-09-19
ASM003675,CRS008279,Gamified Quest Assessment 3675,MCQ,Intermediate,49,200,95,False,Timed Challenge,True,2025-07-25
ASM003676,CRS019652,MCQ Assessment 3676,Coding Challenge,Expert,32,200,97,True,Quest,True,2024-10-09
ASM003677,CRS014930,Case Study Assessment 3677,Coding Challenge,Intermediate,5,50,25,True,Battle,False,2024-07-22
ASM003678,CRS017031,Simulation Assessment 3678,Viva,Expert,47,200,97,False,Quest,False,2024-11-11
ASM003679,CRS029715,Project Submission Assessment 3679,Viva,Expert,39,150,69,True,Quest,False,2026-05-11
ASM003680,CRS017390,Simulation Assessment 3680,Simulation,Beginner,55,150,94,True,Battle,False,2026-03-07
ASM003681,CRS040536,Viva Assessment 3681,Coding Challenge,Advanced,15,100,53,False,Battle,True,2024-06-07
ASM003682,CRS044716,Project Submission Assessment 3682,Simulation,Beginner,31,200,139,True,Battle,False,2026-01-12
ASM003683,CRS030847,Roleplay Assessment 3683,Coding Challenge,Expert,5,50,26,True,Battle,False,2025-05-29
ASM003684,CRS037114,Simulation Assessment 3684,Project Submission,Advanced,53,200,126,True,Scenario Mission,False,2025-04-10
ASM003685,CRS046426,Gamified Quest Assessment 3685,Roleplay,Expert,56,150,71,True,Quest,True,2024-07-01
ASM003686,CRS042166,Project Submission Assessment 3686,Gamified Quest,Beginner,17,100,65,True,Scenario Mission,False,2024-10-06
ASM003687,CRS024356,MCQ Assessment 3687,Viva,Expert,35,200,134,True,Timed Challenge,True,2025-01-18
ASM003688,CRS035461,MCQ Assessment 3688,Project Submission,Beginner,14,100,61,True,Battle,False,2025-09-06
ASM003689,CRS047065,Case Study Assessment 3689,Simulation,Expert,23,100,59,True,Timed Challenge,False,2025-01-18
ASM003690,CRS017004,MCQ Assessment 3690,Case Study,Beginner,40,100,62,True,Escape Room,False,2024-12-14
ASM003691,CRS047127,Viva Assessment 3691,Coding Challenge,Beginner,9,200,98,True,Battle,False,2025-05-09
ASM003692,CRS018094,Case Study Assessment 3692,Simulation,Expert,25,100,50,False,Timed Challenge,False,2026-02-06
ASM003693,CRS047122,Roleplay Assessment 3693,Case Study,Intermediate,5,200,109,True,Quest,True,2026-04-28
ASM003694,CRS007495,MCQ Assessment 3694,Gamified Quest,Expert,26,200,108,True,Timed Challenge,True,2025-08-21
ASM003695,CRS036893,Case Study Assessment 3695,Simulation,Advanced,13,100,58,False,Classic,False,2024-08-20
ASM003696,CRS008109,Coding Challenge Assessment 3696,Case Study,Beginner,42,100,63,False,Quest,True,2024-11-24
ASM003697,CRS010607,Simulation Assessment 3697,MCQ,Advanced,18,150,90,True,Scenario Mission,True,2024-12-22
ASM003698,CRS004525,Viva Assessment 3698,Roleplay,Beginner,49,200,124,True,Escape Room,False,2024-11-23
ASM003699,CRS032670,Case Study Assessment 3699,Viva,Advanced,26,200,134,True,Classic,True,2025-02-19
ASM003700,CRS018474,Coding Challenge Assessment 3700,Coding Challenge,Expert,58,100,50,True,Classic,True,2025-07-14
ASM003701,CRS017767,Viva Assessment 3701,Case Study,Beginner,52,150,71,True,Scenario Mission,False,2026-02-08
ASM003702,CRS030906,Project Submission Assessment 3702,Case Study,Expert,55,150,72,True,Timed Challenge,True,2024-09-11
ASM003703,CRS037560,Project Submission Assessment 3703,Simulation,Beginner,29,200,96,True,Timed Challenge,False,2024-08-17
ASM003704,CRS019269,Viva Assessment 3704,Roleplay,Beginner,47,100,61,True,Quest,True,2025-05-11
ASM003705,CRS048486,Viva Assessment 3705,Project Submission,Expert,11,150,78,True,Classic,True,2025-07-24
ASM003706,CRS014716,MCQ Assessment 3706,Gamified Quest,Intermediate,25,150,69,True,Timed Challenge,False,2025-04-01
ASM003707,CRS003537,Project Submission Assessment 3707,Gamified Quest,Intermediate,34,200,94,True,Classic,False,2025-02-05
ASM003708,CRS046197,Simulation Assessment 3708,Gamified Quest,Beginner,13,200,127,False,Timed Challenge,False,2026-03-23
ASM003709,CRS004634,Coding Challenge Assessment 3709,Viva,Advanced,21,100,60,False,Classic,False,2026-03-26
ASM003710,CRS009740,Viva Assessment 3710,Simulation,Advanced,10,200,92,True,Classic,False,2024-10-31
ASM003711,CRS000090,Gamified Quest Assessment 3711,Project Submission,Intermediate,45,150,101,True,Classic,True,2024-09-13
ASM003712,CRS008292,Case Study Assessment 3712,Project Submission,Beginner,46,200,116,False,Classic,True,2024-10-07
ASM003713,CRS005540,MCQ Assessment 3713,Viva,Expert,11,200,120,True,Timed Challenge,False,2025-09-19
ASM003714,CRS035346,Project Submission Assessment 3714,Roleplay,Beginner,26,100,66,True,Scenario Mission,False,2025-10-20
ASM003715,CRS045562,MCQ Assessment 3715,Case Study,Beginner,33,200,119,False,Battle,True,2025-08-31
ASM003716,CRS029818,Case Study Assessment 3716,Case Study,Beginner,31,100,64,True,Battle,False,2025-12-27
ASM003717,CRS027038,MCQ Assessment 3717,Roleplay,Intermediate,51,100,54,True,Classic,True,2025-11-26
ASM003718,CRS032148,Project Submission Assessment 3718,Coding Challenge,Advanced,17,100,55,False,Quest,False,2024-08-31
ASM003719,CRS029885,Viva Assessment 3719,Project Submission,Intermediate,14,150,79,True,Escape Room,False,2024-07-12
ASM003720,CRS003573,Simulation Assessment 3720,Viva,Expert,11,100,50,True,Quest,False,2025-06-23
ASM003721,CRS033982,MCQ Assessment 3721,Project Submission,Advanced,29,50,25,False,Battle,False,2024-05-30
ASM003722,CRS047031,Simulation Assessment 3722,Roleplay,Intermediate,58,50,31,True,Classic,False,2024-09-02
ASM003723,CRS009325,Gamified Quest Assessment 3723,Gamified Quest,Intermediate,54,50,25,True,Timed Challenge,False,2025-06-25
ASM003724,CRS047507,MCQ Assessment 3724,Coding Challenge,Intermediate,5,200,129,True,Quest,False,2025-02-03
ASM003725,CRS000553,Gamified Quest Assessment 3725,Gamified Quest,Beginner,5,200,112,True,Battle,False,2026-03-13
ASM003726,CRS013653,Simulation Assessment 3726,Gamified Quest,Intermediate,36,150,84,True,Scenario Mission,True,2025-07-07
ASM003727,CRS003270,Gamified Quest Assessment 3727,Viva,Advanced,46,150,96,True,Quest,False,2026-03-30
ASM003728,CRS042018,Case Study Assessment 3728,Coding Challenge,Advanced,39,200,126,True,Scenario Mission,False,2025-02-06
ASM003729,CRS003927,Project Submission Assessment 3729,Simulation,Advanced,35,150,81,True,Escape Room,False,2024-11-03
ASM003730,CRS044247,Coding Challenge Assessment 3730,Viva,Advanced,31,150,78,True,Scenario Mission,True,2024-10-25
ASM003731,CRS049263,Case Study Assessment 3731,Gamified Quest,Expert,25,150,90,True,Timed Challenge,False,2025-10-23
ASM003732,CRS010585,Roleplay Assessment 3732,MCQ,Expert,29,50,24,True,Quest,True,2025-01-25
ASM003733,CRS024878,Viva Assessment 3733,Gamified Quest,Beginner,39,150,98,True,Escape Room,True,2026-02-11
ASM003734,CRS003382,Roleplay Assessment 3734,MCQ,Expert,36,50,30,True,Classic,False,2025-05-17
ASM003735,CRS043171,Viva Assessment 3735,Simulation,Intermediate,13,150,103,True,Scenario Mission,True,2025-06-07
ASM003736,CRS041254,Viva Assessment 3736,Viva,Expert,8,50,23,True,Scenario Mission,True,2024-08-14
ASM003737,CRS018211,Gamified Quest Assessment 3737,Simulation,Advanced,57,100,63,True,Battle,False,2025-03-18
ASM003738,CRS031720,Simulation Assessment 3738,MCQ,Beginner,27,150,72,True,Scenario Mission,False,2026-01-11
ASM003739,CRS039066,Project Submission Assessment 3739,Coding Challenge,Expert,60,150,89,True,Quest,False,2026-04-05
ASM003740,CRS034772,Gamified Quest Assessment 3740,Coding Challenge,Intermediate,24,50,29,True,Scenario Mission,False,2025-06-04
ASM003741,CRS026318,Simulation Assessment 3741,Viva,Intermediate,30,50,32,False,Quest,False,2024-06-17
ASM003742,CRS019572,MCQ Assessment 3742,Gamified Quest,Expert,48,100,64,True,Escape Room,False,2025-04-17
ASM003743,CRS002882,Simulation Assessment 3743,Coding Challenge,Expert,36,150,89,True,Scenario Mission,True,2025-11-29
ASM003744,CRS013624,Viva Assessment 3744,Coding Challenge,Expert,49,50,27,False,Classic,True,2024-12-19
ASM003745,CRS032444,Coding Challenge Assessment 3745,Case Study,Advanced,52,150,103,True,Quest,False,2025-04-08
ASM003746,CRS010757,Roleplay Assessment 3746,Project Submission,Expert,40,150,67,True,Quest,False,2025-03-30
ASM003747,CRS018305,Roleplay Assessment 3747,Viva,Intermediate,19,200,130,False,Quest,False,2025-06-12
ASM003748,CRS040701,Case Study Assessment 3748,Gamified Quest,Beginner,50,200,109,True,Quest,False,2025-05-14
ASM003749,CRS042840,Roleplay Assessment 3749,Coding Challenge,Expert,5,200,132,True,Scenario Mission,False,2024-08-20
ASM003750,CRS021920,MCQ Assessment 3750,Case Study,Intermediate,23,50,28,True,Escape Room,False,2024-08-21
ASM003751,CRS024932,Project Submission Assessment 3751,Coding Challenge,Intermediate,29,200,91,True,Quest,False,2025-06-18
ASM003752,CRS015595,Gamified Quest Assessment 3752,Case Study,Expert,24,50,29,True,Battle,False,2024-12-29
ASM003753,CRS032989,Coding Challenge Assessment 3753,Case Study,Beginner,11,200,115,True,Escape Room,True,2024-10-10
ASM003754,CRS001772,MCQ Assessment 3754,Case Study,Advanced,59,50,27,False,Timed Challenge,False,2026-01-20
ASM003755,CRS040200,MCQ Assessment 3755,MCQ,Expert,24,200,126,True,Scenario Mission,True,2024-05-16
ASM003756,CRS047889,Roleplay Assessment 3756,Roleplay,Beginner,32,150,96,True,Scenario Mission,True,2025-02-23
ASM003757,CRS019973,MCQ Assessment 3757,Gamified Quest,Advanced,29,200,134,True,Scenario Mission,True,2025-07-24
ASM003758,CRS041199,Case Study Assessment 3758,MCQ,Beginner,51,100,56,True,Battle,False,2026-02-23
ASM003759,CRS031128,Simulation Assessment 3759,Coding Challenge,Advanced,14,50,25,False,Escape Room,False,2025-06-24
